id_pedido,cpf,valor_pedido,data_pedido
508f5143-92f8-42fa-86ca-e9ca355f9027,602.563.214-15,1820.33,2024-08-18
ad9dc02d-b050-45b1-9308-dc98f5fc6817,733.532.977-92,1802.12,2025-04-21
4ab534c0-92fe-4b2e-9f44-752e6f95babd,525.734.815-96,320.12,2024-07-12
687509c7-a29d-4c37-9d88-5e2c414e7b10,345.497.850-03,1526.17,2024-05-27
994dcea4-0a38-4832-963b-4e7429ec36ce,901.212.516-74,1664.63,2023-07-22
19059d5d-20f5-4c2b-ad9f-40bb9903f431,364.154.133-57,1922.04,2024-09-26
901a9350-f6a8-4e1a-a651-c3641213bdda,073.765.479-79,1964.12,2024-03-03
b7841268-b5c6-4868-aea8-481e32ebc80e,747.605.442-48,1239.51,2024-08-02
8f0a9758-07d9-4d54-92f3-b37a36d79b6c,274.802.717-23,108.38,2024-02-18
9781610d-9c39-48f0-8d5c-3708b08bbce2,884.969.181-57,842.15,2024-09-16
43360690-30cc-416f-ae0d-24a7223fc5d7,777.700.432-64,1111.78,2023-07-03
d7547db4-0a9c-4907-9d7a-ed057d247c8c,920.702.884-98,896.58,2024-07-30
38758fd0-f09c-4f0a-9e5a-f07d0eaf11a9,003.314.838-56,232.32,2024-03-31
27ee607a-2cb3-4069-a781-0c028fc16d29,551.926.222-96,795.75,2025-04-24
b9fb9726-84b1-4a7a-bac8-860c3bb64bd5,037.862.022-44,722.20,2023-08-06
684b420a-1620-4986-b4f6-bd3e31feda43,697.649.023-07,1850.75,2024-12-26
5794549c-c9d5-4635-82fb-75d16d5c69cb,496.622.129-12,79.12,2024-04-01
8e0fdf34-6062-4162-a504-fa4957a5827b,090.199.513-51,1627.05,2024-11-28
8a46e527-cb81-4674-b894-c484dcc9f1e5,596.015.904-27,1360.42,2024-04-09
ff454ad3-25e5-40b0-8065-1c2684c33309,528.260.128-50,1544.66,2025-04-11
cf003761-4aca-423a-82df-a907fea5af23,327.317.281-71,661.70,2025-05-02
cd4211a5-84ad-4e50-8319-a7d0ca52036e,101.102.783-95,1961.92,2024-04-20
156d14b1-97ee-4478-a6e8-5e026ac593f9,009.863.067-12,541.26,2024-07-10
cc932fc2-a582-44c3-9dd4-73c150dc7fd3,136.550.894-35,1565.58,2023-10-05
f6638d9d-4d81-40e2-be04-7561bbe316e8,301.043.001-33,1105.86,2024-07-24
a932d835-7910-4f97-b9db-9908c3746dec,821.543.477-75,1195.84,2024-04-26
21a7c9e2-4ef8-4929-a9c4-a81ff79a6c86,814.143.969-36,1707.04,2024-05-20
a0be0198-2185-414e-a9f5-c4733f367e42,627.609.258-71,1270.78,2024-10-16
8c314b16-2378-456d-b13c-1095aec170e2,781.707.083-04,1716.54,2024-09-08
fc1271a9-b023-49b0-8d29-cefc1b596c39,738.947.265-09,982.91,2024-04-19
6a977151-cabf-4cd7-9cd8-9c4f46777b16,034.025.673-27,51.91,2024-03-25
42926cca-66da-4fab-9393-bf9cd0719358,250.735.347-77,896.78,2025-04-26
3a04f118-6555-4665-9539-092a915515bb,986.013.686-81,1819.31,2024-05-18
981075f6-b67d-404e-9e3f-7732f55d92df,586.021.466-51,172.08,2025-02-28
392b805a-0020-4d9e-9ade-b2f81870c713,266.292.069-99,277.73,2023-07-13
b6a6fc8f-9edb-4696-a039-8dbd622f4572,077.222.888-78,1032.60,2024-05-15
ff49b266-b029-4e67-9a11-23fbdb57753e,321.987.290-53,208.37,2023-09-22
f90b8991-2263-4c7a-bd26-e118cb59ec05,694.115.536-56,1637.91,2025-05-04
0a73fcfa-dbac-4f3c-9ee3-15ce9ebd3d55,605.422.198-09,1655.94,2023-10-08
859fd3df-4fb7-4bf6-85a3-ea747b30fa1a,344.128.868-07,143.44,2024-12-27
6238b0a9-868f-4814-bd79-a22fbbdc9e02,446.029.132-26,781.62,2025-04-10
d2db8a6f-fcfa-47db-8d14-6a6e62017f07,046.478.187-78,1243.53,2024-11-11
94164bf0-cb24-4489-9b2b-6d21f98744fd,150.250.575-71,206.20,2024-01-02
7e083321-c74d-4a61-9a50-0e0a781af753,930.175.166-42,192.67,2024-08-04
baa20063-2899-4f11-bf60-52948b87e7f3,677.631.987-04,155.93,2024-11-11
a6439eb8-3fa1-4b1f-b6cd-471efcb8856f,485.849.507-09,1558.63,2025-03-27
1c6014ae-df9f-4278-9933-9512809b11c7,238.131.037-02,432.00,2024-01-21
eb051497-98c1-48fb-a53b-ded1e3911e3f,288.931.169-40,1901.38,2024-10-21
70c14acd-77a4-4d1c-980d-e6e35f6c2256,909.193.420-23,1272.61,2025-03-20
ec6fb492-bc77-43d5-9981-bfd5f7879ae2,438.857.718-58,1473.45,2023-10-14
6f1ec61e-3263-4584-96b5-b49114b5055f,530.663.691-34,1293.13,2024-05-17
442e7108-1ee4-4bcb-afc2-2af813a62d1d,642.690.148-06,82.79,2024-11-11
d1b9a96e-3cde-4a9e-9100-04e9e10e7cc4,502.410.290-70,909.27,2024-06-14
a688b033-6c69-4d5f-8e18-c373abf7b033,777.858.990-11,598.93,2024-03-30
dcadc543-6d62-43fd-90de-b72541e9f7ae,416.639.533-58,163.45,2024-06-20
02be9ad7-47e7-412d-aee7-0d056b0bc72f,938.119.860-98,1776.60,2023-11-30
105a2f36-9d76-4d00-847e-732aa91490fc,823.952.182-59,1537.78,2024-06-22
75469c6c-e4d8-4ed2-a766-3e4db84d3440,403.929.738-02,1359.22,2024-06-12
75589e4c-8214-42a1-a9f4-4580999440da,094.053.295-09,317.53,2025-02-19
609958c8-a6b3-4ee0-8dd2-8839fab95f62,695.510.609-83,1133.16,2024-03-21
bbe652a2-b9b1-4c90-9852-6656ba9864e2,758.015.740-43,1504.43,2023-09-02
4c6e6730-54b7-40b5-aaba-b90067e600c6,614.570.337-45,1463.73,2023-12-05
62c2c991-c8db-428c-89c5-b60886ee9e24,400.833.494-24,1849.52,2024-08-07
f56da01f-fb99-48a7-a2b4-90395effa1ff,908.726.849-67,1964.87,2024-10-03
3ff3649b-3dcd-408e-980a-90247680d11a,549.443.580-90,1413.60,2024-11-08
2fa80d0e-3178-468a-8f0a-87930bf56b60,502.128.845-35,180.25,2024-09-20
b4d2f072-50d7-405b-80cb-2e479661138e,972.817.799-89,94.33,2023-12-23
9f38a6b9-158c-4bb2-b54a-aa0fcf71ded3,240.782.761-58,1365.53,2023-09-27
905fc1a6-9854-45ef-9920-cefe8d1449c3,876.221.822-07,180.96,2025-01-24
5cef2c14-210f-4fa6-bb2c-95085e0abe89,434.916.642-61,436.96,2025-03-16
0d4f2d6d-1a35-4ca4-87f7-afaff8029570,294.672.015-15,502.62,2025-04-15
532c4118-f181-43bd-ac69-8c6c7ef11956,536.005.207-77,1910.68,2023-07-29
2df51f40-4d9a-4900-a53f-2ab36c7168c4,167.112.033-41,747.86,2023-10-29
d46e2147-13fd-4a1a-8503-6bbb2e7d7c19,747.191.902-61,445.11,2024-11-05
947dd982-f2be-4b35-829a-426e591a2905,598.393.835-39,261.99,2024-06-03
16db8932-6d96-4f2d-b575-cdece71d5fc9,456.428.449-65,1857.98,2023-10-27
2e439a8d-96dd-41e2-8262-5f7d62898fb1,608.812.596-71,70.75,2025-05-21
35d3ea22-40ef-49e4-92fa-697ad56100fe,518.104.856-98,1372.16,2024-07-10
bf4b748d-9669-4e4f-8b56-b302bfcf24a1,125.090.522-65,1225.71,2024-07-30
da28606d-6a5e-41a2-906f-5aef959b63ae,405.267.762-29,790.67,2024-07-29
8fb36acc-d45f-4110-94d6-dc531e4ae147,179.383.859-78,1513.16,2023-10-09
6c5a2b1d-45f9-421a-b400-11d4dd3c2188,651.531.236-53,1659.08,2025-02-15
8ac00f38-06e7-4971-b7cb-3ebaf6783ac6,393.381.629-57,308.09,2025-05-13
05363007-2346-4177-ad7c-9622881aaa8b,964.562.647-24,1114.92,2024-07-29
c953e975-30a5-4d4b-bb10-db583c6b25b5,733.638.201-50,783.16,2025-02-13
ee314afc-b24f-4178-a0c2-3724db8790e3,579.731.690-06,475.59,2024-02-28
73a2eaa4-786d-4af1-a594-6da0418ffdbc,788.161.285-65,1788.23,2025-03-11
3f6aa6b4-167b-4f3c-b198-4c0f39190594,904.690.448-80,628.62,2025-02-13
3711781c-1019-408a-940e-60170cbd1f22,703.056.315-75,1205.48,2024-11-20
f4e3893a-e17b-4fb6-802e-a8fd6759de61,449.504.660-69,1735.89,2025-01-31
8f59878b-092c-4ae8-9d27-f532d02d283c,396.013.026-06,143.18,2024-12-23
8bfb8991-f7de-4b5a-b4e8-81ebf60aeb86,160.842.822-84,623.33,2024-04-09
6743651a-1aca-44e8-acfa-517ad8846d8c,479.896.353-86,1947.50,2024-05-28
ae6a1cb4-72d8-4a3b-a02f-fb49270c66ad,409.052.657-66,890.76,2024-08-11
01d01608-87b5-4832-af11-100e2df28be9,460.808.449-32,1990.11,2025-06-10
9c37f00c-0268-4f5e-b8ff-fc36f70d0295,901.124.738-86,930.89,2025-02-05
4331123a-9590-4563-8b7f-707e0627cfb8,481.258.123-63,1672.40,2023-10-30
4aa44a60-40a2-467d-b12d-a1955c3ba6fd,815.122.424-92,967.28,2024-03-26
bb5f8fe7-9fb2-4cb9-89b7-bf9540560e99,962.289.248-52,1858.98,2023-11-13
f2fa4c06-8460-4dd7-a524-854668a4defa,276.520.539-77,1494.79,2025-05-13
820b32f0-1b10-4c1e-a6e1-e7bbf3b64579,651.550.375-39,1351.19,2025-04-30
e93c10a9-329e-4bac-9aa7-1a89b6d4ea27,220.328.186-37,1834.58,2023-08-05
cd9c4986-d20f-4b64-a0ce-98506b0b6772,043.020.076-58,77.33,2024-02-12
5c8f6d95-28ce-402d-bb7e-b4ce46713f22,037.059.935-39,1296.17,2025-01-25
fac6cc4e-bee6-40d4-a9fe-36d37381440f,106.930.871-33,1793.82,2023-08-14
885145b9-ca0f-4c3f-949c-ada1c864b054,059.904.111-68,1095.68,2024-05-31
41856e20-bab3-45d0-a7e9-9afd74a404b0,843.302.243-78,249.56,2023-06-30
300808ff-5f3e-45d9-be8f-75e04d663558,509.239.296-05,559.14,2024-10-21
f18704c3-ca25-4057-a9d6-c8cc8d303c88,120.935.590-84,384.66,2024-08-23
277ad10b-d8dd-471d-ba14-4c967d3bd215,146.857.099-64,713.27,2025-01-08
17ea0c26-d968-4fbb-88bc-6e9340678928,275.543.484-07,1579.57,2024-05-05
1dadba6b-0118-48e4-8eec-5c13bdd46b3f,691.150.183-29,903.97,2023-12-23
b74686bc-44e0-4244-9346-3448f5f86cc8,195.453.219-30,1739.84,2024-03-02
f8a8fe56-547a-43b6-80fe-dbf387bb0e1b,923.740.796-97,1755.73,2024-03-31
6c62fff3-9dae-4fcb-9496-dc824147f537,862.186.306-58,523.91,2023-07-25
6d01f732-fe52-4738-a6de-6eff16d7efa9,157.135.303-82,1703.75,2025-01-23
f33f3566-013c-4afc-91e1-c502674a6af9,337.737.811-67,1109.85,2023-09-12
34c19e4d-1fa1-4bc9-9412-9af3eb5ae105,875.403.942-49,846.43,2025-01-23
ce694435-4dc6-4524-8d2c-2f0dad0dfab4,112.746.043-13,496.37,2024-05-29
2b97171e-ee57-4ecc-b129-1a153ecec0b9,544.453.168-40,1921.55,2024-02-19
99aad5ed-af7e-4479-bf74-68fc2d1a409b,719.199.153-33,1011.01,2024-04-02
a1f7acd5-3f5c-4f0f-a6d7-7e4a080aab9e,026.970.702-68,1111.97,2023-11-24
004153d0-8ce7-47de-b71e-805d55b7ad2f,899.561.420-80,835.42,2024-11-10
09dcd57b-5356-4ee8-8698-a3ea1eef54d6,882.234.202-42,934.47,2024-02-16
21ebf3e4-f0a4-4eb1-9674-1778be52dd18,059.947.944-07,835.19,2025-04-21
20b5882f-4603-441d-a55f-2a4aa5456312,821.578.779-17,510.10,2024-05-26
564a558a-0a36-4b9f-a5d4-ed30c7cd7706,954.521.504-46,1060.64,2023-12-09
19e421fd-d583-4ce4-8745-95da16882a3a,268.079.114-24,1727.20,2024-05-14
fe41537c-1198-440f-b600-0d7a7e71b6a6,808.909.289-20,761.92,2024-03-06
6067f835-0ea8-4a35-9862-e92c24d5e444,119.300.979-17,783.43,2024-07-25
b187ebb6-a90f-4825-bab7-570609a5ca84,715.128.394-32,214.49,2023-11-02
6e0778c7-9516-4915-bc1b-e921aba8a153,931.475.713-91,401.88,2024-12-24
08e99335-4116-4deb-b3a7-b88174512af7,752.623.948-11,689.39,2024-06-08
936814ac-1034-4ee4-9022-5404b2fce53c,555.107.746-71,218.07,2024-09-24
2e8f6a5c-6f37-4f8d-9b49-f3d2bbbf75be,711.387.498-81,1373.56,2024-12-11
c80b8336-096a-483b-8a4d-a2640b9a7571,109.260.019-22,78.92,2023-10-28
1a2a1ddf-c1cf-48f1-9c43-0049c5de84d0,850.049.585-51,1101.20,2023-10-07
2a588ad2-a984-41bb-ba7c-ccdbef3e332b,174.396.667-97,1877.26,2024-04-30
26d5cdf3-c7da-45b2-afb4-2ee322c981f6,579.690.166-81,839.62,2025-01-16
a45a5959-5580-499e-95c4-478076feb832,592.409.991-78,1478.35,2023-11-17
81c80e90-16c5-45b4-a478-9fdb13b31eac,614.297.207-96,1320.04,2025-04-04
f117abc0-c459-4519-9f2a-ce3da6511547,737.222.471-57,191.87,2023-09-28
c151b694-afab-464e-a0aa-3f666c6bdc4d,073.610.898-61,320.55,2024-11-04
2e0b15ac-04bb-4c86-a533-7fb60c68202d,780.227.630-65,825.96,2025-03-26
c2db1335-d5c9-42a5-85b6-23cb4478d7cc,611.736.647-14,1522.18,2024-02-13
e1ae471e-1af4-45e0-874d-1b65bbc57bad,886.290.931-10,1137.18,2023-12-01
17336b89-bced-4f67-a27e-275a7c866f11,665.761.854-06,1556.51,2024-07-23
4347c059-9c49-44a3-97ec-00f08c66fade,424.524.097-17,508.68,2023-09-22
6c93a13f-1b49-4e1d-bec0-917176cb0da7,837.013.725-71,1106.62,2023-11-11
79a49aca-720f-4849-868c-413d80852e09,682.386.533-30,1742.75,2024-01-09
7eaf4ec2-39be-49bd-965f-5616b3a21a9f,107.852.832-03,297.40,2023-08-08
8e1aaa1a-e2b7-4728-aaa1-7a4aaed64fed,332.295.365-21,1709.20,2024-06-08
6d3b5058-ceb6-4870-9b25-bdcb2c18ada6,317.520.451-52,1905.23,2023-08-29
5ad68ee4-f5e4-40bf-9395-916b56163893,872.030.882-72,1341.51,2025-05-18
3ee1974d-fd61-4dd4-80b5-6e39c93b21f7,281.497.908-97,894.64,2023-07-16
969b04f4-3567-4b14-8d13-a2f55d906525,414.483.438-47,1447.66,2024-07-29
3b333a2a-e781-493b-907e-a91616f9d8f1,451.398.407-06,1039.35,2023-07-26
0cfc1453-5136-4c48-8974-c35a0bff344f,548.191.606-69,1314.32,2023-11-01
82ca86e8-28ef-4115-93d1-7c22de407f3e,238.752.659-20,1770.86,2023-12-24
6b143f61-8771-4491-8b9c-992b3b22aa32,559.839.589-18,1699.96,2025-02-12
b89703bc-c4b2-4b4f-afaa-3489d4a541f4,479.325.698-46,1048.80,2024-07-29
b3b3d25b-20f4-40a9-a2a5-5bcf4b5706d8,763.942.104-45,1312.18,2025-01-18
fbf9d23c-2d27-46a3-a02f-c5834866a3c6,480.829.187-05,726.22,2023-11-24
9258ba46-972c-4871-b92d-310cf2a3b94f,180.448.828-15,1039.69,2024-07-12
deef39b5-4a08-4226-9af7-be261cdd9e68,623.478.405-70,1405.80,2025-01-14
9006578c-ffea-4723-9fad-f297aa48f558,738.137.364-39,228.75,2023-09-30
492632a2-cedc-4e90-ab85-d88647c02d33,597.617.961-60,508.80,2023-10-25
a68aa4bb-fce7-46f6-aedb-bde91350d600,380.116.173-25,833.22,2024-05-07
d57ba737-c601-4a51-bae3-9355e9a47638,475.564.942-61,981.32,2025-04-29
c81aa62c-9b1d-48ce-ab04-25f585fc09a3,165.079.180-24,1549.76,2024-07-21
d463e5bd-2e40-4df9-896c-d341e8d3f334,270.876.631-70,101.12,2023-11-02
879b173b-f478-4e61-b699-e578ed89ff64,100.434.286-98,586.06,2023-08-17
c3dac832-2ab3-4deb-9a21-987881b5727a,104.218.806-45,1928.87,2024-05-22
c65b6ae2-2017-4ae9-b0ba-1e069a679173,556.700.661-63,1452.85,2025-03-10
c13ddf8f-eba0-42c5-8b7b-5c431b92c061,148.695.985-01,1015.05,2023-06-20
96c28d8c-9881-423e-9659-1c39da121f06,439.464.334-47,1010.32,2024-04-09
23725041-0b5c-4348-9360-d66850b60a1a,475.606.184-19,342.34,2025-01-03
3df743fe-7dbf-4fd4-831e-622f92006617,478.649.778-23,1834.87,2024-06-26
44302300-6388-49c5-9227-6af3ce444016,584.591.637-76,1019.59,2024-05-13
6e72c64f-4ffb-4f3b-970a-d2a3e92b9c72,928.797.445-29,1682.24,2025-04-02
d3e2e099-9445-4edc-bf2c-7431488c9c34,369.258.174-17,674.23,2025-02-22
baa3ad5f-8f3a-4bf1-91a0-1b06cfeb4574,811.140.056-53,432.50,2024-10-16
58e6a4fe-7c87-4492-bcb9-f44cc2e73d15,203.544.257-61,1591.53,2024-05-26
6ac377b5-fca1-4384-9139-4a4525982629,372.646.150-40,670.60,2024-05-23
4d010ffc-4763-4264-b6d3-900363b03564,768.749.724-75,51.28,2024-11-10
59ccc957-c7e6-4952-beec-11d2e3571ada,235.983.761-42,1380.56,2024-09-27
10ee25c7-9e26-474a-a4ad-9cfae6487762,569.915.229-53,768.93,2023-11-23
c2945da1-06a2-4c28-99bb-26cf1ee525eb,817.365.261-16,1771.89,2024-02-01
586b2877-4ce6-466d-9aab-016dad2c5c93,216.291.399-01,1523.36,2023-10-07
8dc9040f-a55a-47a3-b26a-00705a184d33,343.406.565-83,792.83,2024-09-02
84da97dc-ff2c-4993-8634-43736ad0f68d,905.735.837-73,1386.94,2024-07-31
d007fe08-f888-4f47-af22-868ae1cff14b,718.573.809-17,124.72,2025-01-14
2deeacc7-7b31-4196-95c2-eef466362c17,337.267.659-37,377.44,2025-04-12
04d380c3-ec27-47df-809a-c954f90c9b0f,864.338.277-22,393.02,2025-03-19
4b88bd04-0ab8-4f33-9318-c086fd31edb5,088.009.745-86,1712.34,2023-08-30
0d6387f4-be31-4c6e-8386-f18512b81fce,302.347.177-56,539.85,2025-04-12
b3ad2b51-1631-4166-95c1-5f0335e7a794,250.506.250-93,816.69,2025-05-24
a1e3c992-0e72-4880-a487-851f1fb50d63,121.783.184-15,818.43,2025-02-05
dbc92dac-9b12-4188-9aaf-baa603e1d0a7,388.709.256-81,738.39,2024-10-13
09fd8ef0-a67d-4c7d-b3a1-b84a3b72099c,320.163.963-01,412.09,2024-01-17
8a007d9f-f48e-481e-8308-e90089cc9a70,626.265.650-27,1286.20,2023-10-28
e47ea3c9-b6f9-476f-8119-4e0124a04597,293.238.536-72,1382.87,2023-10-07
2a6424d9-c938-4925-afcf-3790843c200b,660.873.280-25,1701.15,2025-04-27
7795031b-31c4-4178-9ade-71037781bfb0,197.697.958-85,1669.10,2025-06-03
333da3a2-1849-4178-94cf-9de460e75eed,364.452.019-42,1739.27,2025-02-07
3d3b5cc5-8dc9-4864-bd36-bb6e4fadff21,959.950.030-35,1115.06,2024-09-05
34a971bd-2f51-47b5-88b5-7c2d5b7e5690,015.548.210-70,1872.35,2024-10-10
775c2821-8e35-43bd-8f33-b6c1079c204f,635.330.143-25,839.56,2024-12-28
b8474d8d-b528-43f6-8a1b-9eb4284656ae,249.945.664-78,205.23,2024-08-27
e6a41d53-aa95-4bff-899a-0c609480baa7,359.469.937-09,413.87,2024-05-22
cb900dbb-2f8d-4546-94d6-c43328546912,827.683.614-71,1458.72,2023-11-19
0a531fbd-3c2b-46b0-bddd-c9ffe8caf76b,478.689.873-86,396.90,2023-10-04
6b9483b9-f066-43fa-9a5b-16679ab5f6e6,880.926.883-19,808.70,2025-04-08
a9d5d04b-2bd0-4eaa-a5cf-996acda0bf47,028.620.859-19,385.12,2024-07-12
bbad821b-90eb-4a04-be48-635c5c4baf26,265.619.791-06,482.22,2024-04-01
2ba3fbd2-0941-47f7-a10b-7834e7b1ad77,786.492.825-57,719.48,2025-05-24
8fc4a80a-d7fa-4903-b885-578e4cb133bd,609.428.735-64,1574.28,2024-06-30
7b5bca34-0ff7-4bf8-a6f7-36c4f51a9188,612.605.076-25,249.33,2024-04-28
a2b37fcf-7ecc-491d-80bb-cf2114161c69,334.419.950-29,257.11,2025-01-13
c28ef365-3c7c-45c2-929c-26e06a3c25e2,901.319.292-57,770.00,2024-12-24
35acde93-7b4b-4c07-82f9-091629ddcb47,477.706.816-80,1905.68,2023-11-27
fe0c19ff-f68a-4aab-b3b1-71bf98c6c80e,924.696.442-21,1061.92,2024-06-15
4c276737-3d4c-42e8-b1af-209e17642749,689.714.487-86,1901.68,2023-11-02
c6836bc4-770b-4640-93c7-c09dc9faa049,051.443.588-17,682.53,2025-01-30
f1b8b8e2-cb93-41ec-b274-6574d362a76e,105.306.111-36,674.86,2023-11-30
3ae1ef49-b05e-42ed-abd1-6db283af5dbe,640.314.800-03,1557.36,2023-11-12
32961c19-046d-4624-bea8-6cf23f035824,801.953.654-13,1658.48,2024-11-04
e9997f44-ecc4-4982-893e-695e97b3b3a3,512.823.378-34,64.82,2023-10-14
e8fb63b2-b3b2-4b62-a152-41b3c8e29818,672.607.849-00,1274.85,2025-04-16
51320016-800a-4a41-9bf4-ab840e4402c8,828.969.470-34,1761.61,2025-05-11
59f615c4-9290-482d-88ee-37370d7fc71d,439.486.054-61,1657.44,2024-07-31
9a2aee31-97cb-4044-862b-35d83792de73,373.067.701-38,1856.32,2024-08-14
21052b4c-54dd-4758-9598-dfbfa77fcee2,959.831.675-67,1832.07,2024-06-15
6f063973-8fff-40ba-bf1e-39f17e1d9f45,137.759.803-94,994.29,2024-06-29
687834a3-5ac3-4515-81c9-7d861f4790f7,858.609.831-85,438.34,2023-09-08
90358678-23fa-45ba-90d0-f778133a3801,925.409.414-75,1184.86,2024-04-08
b03a5eae-f01e-479f-b8b1-d8ab14a4ac72,464.334.829-35,1597.23,2024-11-04
b5396055-8049-4b14-bd02-538ef5840c02,399.501.863-81,1685.20,2025-02-13
6c9077ac-cb47-4903-a4ac-96f409a4d700,153.595.995-01,819.33,2024-06-25
e732e9a9-a375-47d9-a3d7-8b8783ca4864,565.958.301-49,684.23,2024-12-08
7d3dab30-f31f-48e6-b1c7-a8517008fbb2,312.980.497-55,259.67,2024-04-16
a05db9cc-b416-408e-84d1-02e68106f194,470.007.791-16,444.48,2023-12-04
9ddbe945-f22f-4463-ba3e-9f628ea029a6,127.328.761-74,1471.42,2023-09-02
1e7de10e-580d-4ad6-8fcd-4d8e9a9717ed,463.633.035-11,1257.79,2024-10-03
0c2730a2-6730-4134-8442-1177da02dca1,497.264.475-04,1644.20,2024-01-10
317869a9-be60-49ed-9b89-502df08a56fd,865.974.724-21,1469.29,2025-03-24
82d469f5-7f04-4e6c-849e-7740e178e364,122.654.586-69,239.89,2025-02-06
5464b386-4bb3-4f70-9b0e-a7ffb2a4ccc4,095.544.683-41,922.29,2024-04-02
1e96b972-b9c9-426f-b488-2f1e813feef6,375.520.837-96,139.29,2023-11-01
df1cdda8-1719-4a30-a326-02615eccf2ad,399.805.213-43,1907.82,2023-07-19
868c7217-4610-4455-a603-b06388e6910a,977.071.412-87,1409.40,2024-01-07
0e73c61f-1ddd-4bcb-977e-f629a71b8038,870.938.406-96,602.78,2024-04-09
9bcb399b-61f9-44cc-aacf-c82275f782ed,046.661.791-51,118.62,2025-05-29
292955f8-7402-46dd-899a-a65c069419a4,834.395.345-84,395.78,2024-01-25
94bd436e-3ac6-4267-8e3a-e2cf20f8e324,608.136.657-91,1250.65,2024-12-09
41fccd31-319e-472c-b914-8148b2b73737,515.067.366-57,1407.35,2025-03-20
2ba488a2-b673-48a3-902d-1ceab9f44755,218.423.697-62,972.13,2025-03-25
7f33f03d-3a50-4348-9caa-e9f303fcf6d7,756.206.327-26,1229.89,2024-09-01
5fb0d6ae-347e-41ce-8eab-59ea78c8b843,765.653.862-34,1527.64,2024-09-01
e440fa41-2582-469f-b8f0-894d8dc7c79f,364.067.257-48,579.78,2024-05-03
8a218e26-da41-401d-8831-b50dc4f6999e,414.987.478-44,508.27,2023-12-01
31ab31ff-039d-4eee-bb82-1adfa9ea5eba,796.340.637-52,1077.23,2025-01-21
20abb895-a7e2-425b-a60f-06622fbc8dee,392.746.072-54,834.28,2024-02-08
51415bd8-8b66-4933-8f55-843c179c1063,686.418.776-78,1873.59,2023-11-22
c0a31d0b-1413-468c-95c7-00320210d05f,590.129.960-39,1627.74,2024-08-19
64f71d97-8bbf-4620-a1c4-b0b81a2f7655,576.940.640-16,861.36,2023-12-20
0ed7baf1-490f-4369-b131-bc9d281e59ac,452.941.856-86,1734.87,2024-10-31
9ddefb5f-61b5-4915-adf2-a7353114a5e2,088.486.665-22,1037.56,2024-12-18
ddc65a79-1c90-4971-99a7-31faddac1357,887.912.644-81,1100.88,2024-07-22
c8806310-ab15-4a05-a76b-d442bd1018aa,485.072.853-20,632.37,2023-09-03
eeeddf37-d2dc-4ec8-a1df-5aa71059d802,653.035.758-60,319.53,2024-06-14
d2848f3a-9631-48e9-a54f-dbbf1396a379,827.683.614-71,1044.91,2025-05-19
3e0e44ce-caeb-4889-b03b-250c2c9ea2ee,628.747.719-47,1105.63,2024-11-30
17877679-eccd-4fa4-ade3-97e26f7dabfa,866.145.424-95,1479.13,2024-12-20
9c237a3a-0b79-4487-83f9-d6517729c5df,824.424.404-68,1930.84,2024-02-07
9034cd56-afbe-4025-97ab-1dd8a51accc3,330.313.624-70,1585.84,2024-05-07
052a5078-c8f2-431d-9d70-70f4690fe68a,449.331.569-27,396.66,2025-05-28
525c514d-ec5b-4290-b108-8050e879c424,342.912.375-92,643.86,2024-03-16
4c8724ab-9558-4022-b2fd-78cc668c652b,492.482.779-05,1936.89,2023-09-14
1f348bc2-0292-4e89-931e-ee6885bf51ab,576.940.640-16,1971.50,2025-01-18
a1b2ad1e-bef4-4241-87b7-b4e7ffe081d5,085.418.298-46,315.44,2025-01-23
8d157e4a-be99-42c3-a937-fe927b92fdc6,026.262.292-82,1770.86,2024-07-22
fa9ddf65-5263-4e50-b08f-a3714525a41e,044.597.494-30,354.09,2023-10-04
d8594fc6-d4a6-4033-b9cf-6389fbba182b,620.919.589-47,776.38,2023-12-31
6bd37a88-998f-48d4-a5ce-164ab115abc8,207.756.384-92,1193.35,2023-08-29
ad4e9383-f519-4826-98ef-b3b2cd8a673a,284.177.632-70,191.86,2024-09-19
83eab065-4b0a-46ee-990e-4fb2d14f767b,139.922.669-06,305.70,2023-06-28
338b798e-8ca8-4444-b883-0816023a3d13,126.966.802-59,1608.66,2023-09-14
22e7d755-163f-4cbe-9578-87b92877c080,330.313.624-70,185.02,2024-09-30
51fe362d-036d-40fb-a296-9f39ffd60250,360.099.659-03,681.75,2023-11-21
c9b214ea-86f6-48f6-9eca-e65ab563ca2b,280.137.222-90,115.89,2024-02-07
6c8b9f5a-1cf3-4b63-874f-1966c09408da,444.139.453-43,1285.16,2025-03-26
6497ef59-aa73-4e95-beda-24b0b1e556bd,201.332.331-27,1133.31,2025-03-16
4a86e50c-ee9a-474f-8220-089f3406e513,864.204.371-29,1379.89,2023-12-01
a7cd3987-7410-4b3e-a2bc-377555db0a9b,439.977.683-00,641.36,2025-01-12
2b244c85-25df-4d24-8280-b02a3b7fb231,361.379.721-25,1073.34,2024-04-22
43670c4d-2202-4de9-82d5-ec4d4d50a990,443.685.763-00,802.36,2025-02-25
33f081f5-20b3-4b85-8d48-bc9dd14a0a2b,487.560.153-36,330.94,2025-02-19
4664c0d7-24cf-42d0-8136-a0e5132f3408,075.127.272-50,874.99,2025-01-03
08d4fa9e-5657-4df6-8d7c-835d3c9768e2,877.292.165-21,1452.75,2024-11-24
